Time (UTC),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
773251547,-4081.432279,4776.957915,3035.947896,-3.992619,-5.206657,2.824941
773251548,-4085.422894,4771.748761,3038.771056,-3.988611,-5.21165,2.821378
773251549,-4089.409499,4766.534617,3041.590651,-3.984598,-5.216638,2.817812
773251550,-4093.392089,4761.315488,3044.406679,-3.980582,-5.22162,2.814242
773251551,-4097.370661,4756.091379,3047.219135,-3.976561,-5.226597,2.81067
773251552,-4101.34521,4750.862296,3050.028017,-3.972537,-5.231568,2.807093
773251553,-4105.315733,4745.628245,3052.833321,-3.968508,-5.236533,2.803514
773251554,-4109.282226,4740.389231,3055.635043,-3.964476,-5.241494,2.799931
773251555,-4113.244684,4735.14526,3058.433182,-3.96044,-5.246448,2.796345
773251556,-4117.203105,4729.896337,3061.227732,-3.9564,-5.251397,2.792756
773251557,-4121.157483,4724.642467,3064.018692,-3.952356,-5.256341,2.789163
773251558,-4125.107816,4719.383657,3066.806057,-3.948309,-5.261279,2.785567
773251559,-4129.054099,4714.119912,3069.589825,-3.944257,-5.266211,2.781968
