Time (UTC),x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
773251547,-3393.158849,5235.882105,3125.125213,-4.691138,-4.656726,2.708465
773251548,-3397.848344,5231.222665,3127.831845,-4.687852,-4.662154,2.704798
773251549,-3402.534552,5226.5578,3130.534807,-4.684562,-4.667576,2.701127
773251550,-3407.217467,5221.887514,3133.234097,-4.681267,-4.672994,2.697453
773251551,-3411.897085,5217.211814,3135.929712,-4.677968,-4.678406,2.693776
773251552,-3416.573401,5212.530703,3138.621648,-4.674664,-4.683814,2.690096
773251553,-3421.246411,5207.844188,3141.309903,-4.671355,-4.689217,2.686412
773251554,-3425.916109,5203.152272,3143.994472,-4.668041,-4.694614,2.682726
773251555,-3430.582492,5198.454961,3146.675353,-4.664723,-4.700007,2.679036
773251556,-3435.245553,5193.75226,3149.352543,-4.6614,-4.705394,2.675343
773251557,-3439.90529,5189.044174,3152.026039,-4.658072,-4.710777,2.671647
773251558,-3444.561697,5184.330707,3154.695837,-4.65474,-4.716155,2.667948
773251559,-3449.214769,5179.611866,3157.361935,-4.651403,-4.721527,2.664246
